"Dicionário de variáveis da PNAD 2015 - arquivo de pessoas 
43;1;V0501;1;Nasceu no município de residência;1;Sim;
;;;;;3;Não ;
44;1;V0502;2;Nasceu na Unidade da Federação de residência;2;Sim;
;;;;;4;Não ;
;;;;;;Não aplicável;
45;2;V5030;3;Lugar de nascimento;11;Rondônia;
;;;;;12;Acre;
;;;;;13;Amazonas;
;;;;;14;Roraima;
;;;;;15;Pará;
;;;;;16;Amapá;
;;;;;17;Tocantins;
;;;;;21;Maranhão;
;;;;;22;Piauí;
;;;;;23;Ceará;
;;;;;24;Rio Grande do Norte;
;;;;;25;Paraíba;
;;;;;26;Pernambuco;
;;;;;27;Alagoas;
;;;;;28;Sergipe;
;;;;;29;Bahia;
;;;;;31;Minas Gerais;
;;;;;32;Espírito Santo;
;;;;;33;Rio de Janeiro;
;;;;;35;São Paulo;
;;;;;41;Paraná;
;;;;;42;Santa Catarina;
;;;;;43;Rio Grande do Sul;
;;;;;50;Mato Grosso do Sul;
;;;;;51;Mato Grosso;
;;;;;52;Goiás;
;;;;;53;Distrito Federal;
;;;;;88;Brasil;
;;;;;98;País estrangeiro;
;;;;;;Não aplicável;
47;1;V0504;4;Morou em outra Unidade da Federação ou país estrangeiro;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
48;1;V0505;5;Morava na Unidade da Federação na data de referência ;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
"Os quesitos 6 a 9 (V5061 a V5090) referem-se à pessoa residente na Unidade da Federação, na data de referência, 
que, anteriormente, já morou em outra Unidade da Federação ou país estrangeiro";;;;;;;
49;1;V5061;6;Código 2 - na data de referência, tinha até 4 anos ininterruptos de residência na Unidade da Federação;2;Sim, até 4 anos;
;;;;;;Não aplicável;
50;1;V5062;6;"Tempo de residência na Unidade da Federação 
(até 4 anos)";0;Menos de 1 ano;
;;;;;1;1 ano;
;;;;;2;2 anos;
;;;;;3;3 anos;
;;;;;4;4 anos;
;;;;;;Não aplicável;
51;1;V5063;6;Código 4 - na data de referência, tinha de 5 a 9 anos ininterruptos de residência na Unidade da Federação;4;Sim, de 5 a 9 anos;
;;;;;;Não aplicável;
52;1;V5064;6;Tempo de residência na Unidade da Federação (de 5 a 9 anos);5;5 anos;
;;;;;6;6 anos;
;;;;;7;7 anos;
;;;;;8;8 anos;
;;;;;9;9 anos;
;;;;;;Não aplicável;
53;1;V5065;6;Código 6 - na data de referência, tinha 10 anos ou mais de residência na Unidade da Federação;6;Sim, 10 anos ou mais;
;;;;;;Não aplicável;
54;1;V0507;7;Morava na Unidade da Federação há 5 anos da data de referência;1;Sim;
;;;;;3;Não;
;;;;;5;Não era nascido;
;;;;;;Não aplicável;
55;2;V5080;8;Lugar de residência há 5 anos da data de referência;Idem a V5030;;
57;2;V5090;9;Lugar de residência anterior;Idem a V5030;;
59;1;V0510;10;Morava no município na data de referência;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
60;1;V0511;11;Morou em outro município na Unidade da Federação;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
"O quesito 12 (V5121 a V5125) refere-se à pessoa residente no município, na data de referência, que já morou, 
anteriormente, em outro município da Unidade da Federação de residência";;;;;;;
61;1;V5121;12;Código 2 - na data de referência, tinha até 4 anos ininterruptos de residência no município;2;Sim, até 4 anos;
;;;;;;Não aplicável;
62;1;V5122;12;Tempo de residência no município (até 4 anos);0;Menos de 1 ano;
;;;;;1;1 ano;
;;;;;2;2 anos;
;;;;;3;3 anos;
;;;;;4;4 anos;
;;;;;;Não aplicável;
63;1;V5123;12;Código 4 - na data de referência, tinha de 5 a 9 anos ininterruptos de residência no município;4;Sim, de 5 a 9 anos;
;;;;;;Não aplicável;
64;1;V5124;12;Tempo de residência no município (de 5 a 9 anos);5;5 anos;
;;;;;6;6 anos;
;;;;;7;7 anos;
;;;;;8;8 anos;
;;;;;9;9 anos;
;;;;;;Não aplicável;
65;1;V5125;12;Código 6 - na data de referência, tinha 10 anos ou mais de residência no município;6;Sim, 10 anos ou mais;
;;;;;;Não aplicável;
66;1;V5126;12a;O informante desta parte foi;2;Própria pessoa;
;;;;;4;Outro morador;
;;;;;6;Não morador;
;;;;;9;Sem declaração;
;;;;;;Não aplicável;
PARTE 6 – CARACTERÍSTICAS DE EDUCAÇÃO DOS MORADORES;;;;;;;
67;1;V0601;1;Sabe ler e escrever;1;Sim;
;;;;;3;Não;
68;1;V0602;2;Frequenta escola ou creche;2;Sim;
;;;;;4;Não;
Os quesitos 2a a 5 (V6002 a V6005) referem-se à pessoa que era estudante ou frequentava creche;;;;;;;
69;1;V6002;2a;Rede de ensino;2;Pública;
;;;;;4;Privada;
;;;;;;Não aplicável;
70;1;V6020;2b;Área da rede pública de ensino;2;Municipal;
;;;;;4;Estadual;
;;;;;6;Federal;
;;;;;;Não aplicável;
71;2;V6003;3a;Curso que frequenta;01;Regular do ensino fundamental ;
;;;;;02;Regular do ensino médio;
;;;;;03;Educação de jovens e adultos ou supletivo do ensino fundamental;
;;;;;04;Educação de jovens e adultos ou supletivo do ensino médio;
;;;;;05;Superior de graduação;
;;;;;06;Alfabetização de jovens e adultos;
;;;;;07;Creche;
;;;;;08;Classe de alfabetização - CA ;
;;;;;09;Maternal, jardim de infância etc.;
;;;;;10;Pré-vestibular;
;;;;;11;Mestrado ou doutorado;
;;;;;;Não aplicável;
73;1;V6030;3b;Duração do ensino fundamental;1;8 anos;
;;;;;3;9 anos;
;;;;;;Não aplicável;
74;1;V0604;4;O curso que frequenta é seriado;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
75;1;V0605;5;Série que frequenta;1;Primeira;
;;;;;2;Segunda;
;;;;;3;Terceira;
;;;;;4;Quarta;
;;;;;5;Quinta;
;;;;;6;Sexta;
;;;;;7;Sétima;
;;;;;8;Oitava;
;;;;;0;Nona;
;;;;;;Não aplicável;
76;1;V0606;6;Anteriormente frequentou escola ou creche;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
Os quesitos 7a a 11 (V6007 a V0611) referem-se à pessoa que não frequentava mas, anteriormente, frequentou escola ou creche;;;;;;;
77;2;V6007;7a;Curso mais elevado que frequentou anteriormente;01;Elementar (primário);
;;;;;02;Médio 1º ciclo (ginasial, etc.);
;;;;;03;Médio 2º ciclo (científico, clássico, etc.);
;;;;;04;Regular do ensino fundamental ou do 1º grau;
;;;;;05;Regular do ensino médio ou do 2º grau;
;;;;;06;Educação de jovens e adultos ou supletivo do ensino fundamental ou do 1º grau;
;;;;;07;Educação de jovens e adultos ou supletivo de ensino médio ou do 2º grau;
;;;;;08;Superior de graduação;
;;;;;09;Mestrado ou doutorado;
;;;;;10;Alfabetização de jovens e adultos;
;;;;;11;Creche;
;;;;;12;Classe de alfabetização - CA ;
;;;;;13;Maternal, jardim de infância etc.;
;;;;;;Não aplicável;
79;1;V6070;7b;Duração do ensino fundamental que frequentou anteriormente;1;8 anos;
;;;;;3;9 anos;
;;;;;;Não aplicável;
80;1;V0608;8;Este curso que frequentou anteriormente era seriado;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
81;1;V0609;9;Concluiu, com aprovação, pelo menos a 1ª série deste curso que frequentou anteriormente;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
82;1;V0610;10;Última série concluída com aprovação, neste curso que frequentou anteriormente;1;Primeira;
;;;;;2;Segunda;
;;;;;3;Terceira;
;;;;;4;Quarta;
;;;;;5;Quinta;
;;;;;6;Sexta;
;;;;;7;Sétima;
;;;;;8;Oitava;
;;;;;0;Nona;
;;;;;;Não aplicável;
83;1;V0611;11;Concluiu este curso que frequentou anteriormente;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
ACESSO À INTERNET E POSSE DE TELEFONE MÓVEL CELULAR PARA USO PESSOAL;;;;;;;
Os quesitos 11a a 11b (V6111 a V6112) referem-se às pessoas de 10 anos ou mais de idade;;;;;;;
84;1;V06111;11a;Nos últimos três meses, utilizou a Internet em algum local;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
85;1;V061111;11a1;Nos últimos doze meses, utilizou a Internet em algum local;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
86;1;V061112;11a2;O acesso à Internet foi feito através de microcomputador;1;Sim;
;;;;;2;Não;
;;;;;;Não aplicável;
87;1;V061113;11a2;O acesso à Internet foi feito através de telefone celular;1;Sim;
;;;;;2;Não;
;;;;;;Não aplicável;
88;1;V061114;11a2;O acesso à Internet foi feito através de tablet;1;Sim;
;;;;;2;Não;
;;;;;;Não aplicável;
89;1;V061115;11a2;O acesso à Internet foi feito através de tv;1;Sim;
;;;;;2;Não;
;;;;;;Não aplicável;
90;1;V061116;11a2;O acesso à Internet foi feito através de outro equipamento eletrônico;1;Sim;
;;;;;2;Não;
;;;;;;Não aplicável;
91;1;V06112;11b;Tem telefone móvel celular para uso pessoal;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
92;1;V0612;12;O informante desta parte foi;2;Própria pessoa;
;;;;;4;Outro morador;
;;;;;6;Não morador;
;;;;;9;Sem declaração;
;;;;;;Não aplicável;
PARTE 7 - CARACTERÍSTICAS DE TRABALHO DAS CRIANÇAS MORADORAS DE 5 A 9 ANOS DE IDADE;;;;;;;
93;1;V0701;1;Teve algum trabalho no período de referência de 365 dias;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
94;1;V0702;2;Exerceu tarefas em cultivo, pesca ou criação de animais, destinados à própria alimentação das pessoas moradoras no domicílio, no período de referência de 365 dias;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
95;1;V0703;3;Exerceu tarefas em construção de prédio, cômodo, poço ou outras obras de construção, destinadas ao próprio uso das pessoas moradoras no domicílio, no período de referência de 365 dias;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
96;1;V0704;4;Trabalhou na semana de referência;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
97;1;V0705;5;Esteve afastado temporariamente do trabalho remunerado que tinha na semana de referência;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
Os quesitos 6 a 8 (V7060 a V0708) referem-se ao trabalho único ou principal do período de captação de 358 dias;;;;;;;
98;4;V7060;6;Código da ocupação no trabalho do período de captação de 358 dias;"Ver ""Composição dos Grupamentos Ocupacionais"" e ""Relação de Códigos de Ocupação"" da CBO-Domiciliar em ANEXO de Notas Metodológicas";;
102;5;V7070;7;Código da atividade principal do empreendimento no trabalho do período de captação de 358 dias;"Ver ""Composição dos Grupamentos de Atividade"" e “Relação de Códigos de Atividades” da CNAE-Domiciliar em ANEXO de Notas Metodológicas";;
107;1;V0708;8;Posição na ocupação no trabalho do período de captação de 358 dias;1;Empregado ;
;;;;;2;Trabalhador doméstico;
;;;;;3;Conta própria;
;;;;;4;Empregador;
;;;;;5;Trabalhador não remunerado membro da unidade domiciliar;
;;;;;6;Outro trabalhador não remunerado;
;;;;;7;Trabalhador na produção para o próprio consumo;
;;;;;8;Trabalhador na construção para o próprio uso;
;;;;;;Não aplicável;
Os quesitos 9 a 11 (V7090 a V0711) referem-se ao trabalho único ou principal da semana de referência;;;;;;;
108;4;V7090;9;Código da ocupação no trabalho da semana de referência;"Ver ""Composição dos Grupamentos Ocupacionais"" e ""Relação de Códigos de Ocupação"" da CBO-Domiciliar em ANEXO de Notas Metodológicas";;
112;5;V7100;10;Código da atividade principal do empreendimento no trabalho da semana de referência;"Ver ""Composição dos Grupamentos de Atividade"" e “Relação de Códigos de Atividades” da CNAE-Domiciliar em ANEXO de Notas Metodológicas";;
117;1;V0711;11;Posição na ocupação no trabalho da semana de referência;1;Empregado;
;;;;;2;Trabalhador doméstico;
;;;;;3;Conta própria;
;;;;;4;Empregador;
;;;;;5;Trabalhador não remunerado membro da unidade domiciliar;
;;;;;6;Outro trabalhador não remunerado;
;;;;;7;Trabalhador na produção para o próprio consumo;
;;;;;8;Trabalhador na construção para o próprio uso;
;;;;;;Não aplicável;
O quesito 12 (V7121 a V7128) refere-se ao rendimento habitual do trabalho único ou de todos os trabalhos da semana de referência;;;;;;;
118;1;V7121;12;Código 2 - recebia normalmente rendimento mensal em dinheiro no mês de referência no(s) trabalho(s) da semana de referência;2;Existia rendimento em dinheiro;
;;;;;;Não aplicável;
119;12;V7122;12;Rendimento mensal em dinheiro que recebia normalmente no mês de referência no(s) trabalho(s) da semana de referência;Valor;R$;
;;;;;999 999 999 999;Sem declaração;
;;;;;;Não aplicável;
131;1;V7124;12;Código 4 - recebia normalmente rendimento mensal em produtos ou mercadorias no mês de referência no(s) trabalho(s) da semana de referência;4;Existia rendimento em valor de produtos ou mercadorias;
;;;;;;Não aplicável;
132;12;V7125;12;Rendimento mensal em valor dos produtos ou mercadorias que recebia normalmente no mês de referência no(s) trabalho(s) da semana de referência;Valor;R$;
;;;;;999 999 999 999;Sem declaração;
;;;;;;Não aplicável;
144;1;V7127;12;Código 6 - recebia normalmente rendimento mensal somente em benefícios no mês de referência no(s) trabalho(s) da semana de referência;6;Existia rendimento somente em benefícios;
;;;;;;Não aplicável;
145;1;V7128;12;Código 8 - era trabalhador não remunerado no(s) trabalho(s) da semana de referência;8;Não remunerado;
;;;;;;Não aplicável;
O quesito 13 (V0713) refere-se às horas habitualmente trabalhadas no trabalho único ou em todos os trabalhos da semana de referência;;;;;;;
146;2;V0713;13;Número de horas habitualmente trabalhadas por semana no(s) trabalho(s) da semana de referência;01 a 98;Hora(s);
;;;;;;Não aplicável;
148;1;V0714;14;Cuidava dos afazeres domésticos na semana de referência;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
149;2;V0715;15;Número de horas que dedicava normalmente por semana aos afazeres domésticos;01 a 98;Hora(s);
;;;;;;Não aplicável;
151;1;V0716;16;O informante desta parte foi;2;A própria pessoa;
;;;;;4;Outro morador;
;;;;;6;Não morador;
;;;;;9;Ignorado;
;;;;;;Não aplicável;
PARTE 9 – CARACTERÍSTICAS DE TRABALHO E RENDIMENTO DOS MORADORES DE 10 ANOS OU MAIS DE IDADE;;;;;;;
152;1;V9001;1;Trabalhou na semana de referência;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
153;1;V9002;2;Esteve afastado temporariamente do trabalho remunerado que tinha na semana de referência;2;Sim ;
;;;;;4;Não;
;;;;;;Não aplicável;
154;1;V9003;3;Exerceu tarefas em cultivo, pesca ou criação de animais, destinados à própria alimentação das pessoas moradoras no domicílio, na semana de referência;1;Sim ;
;;;;;3;Não;
;;;;;;Não aplicável;
155;1;V9004;4;Exerceu tarefas em construção de prédio, cômodo, poço ou outras obras de construção, destinadas ao próprio uso das pessoas moradoras no domicílio, na semana de referência;2;Sim ;
;;;;;4;Não;
;;;;;;Não aplicável;
156;1;V9005;5;Número de trabalhos que tinha na semana de referência;1;Um;
;;;;;3;Dois;
;;;;;5;Três ou mais;
;;;;;;Não aplicável;
Os quesitos 6 a 61 (V9906 a V9612) referem-se ao trabalho único ou principal da semana de referência;;;;;;;
157;4;V9906;6;Código da ocupação no trabalho principal da semana de referência;"Ver ""Composição dos Grupamentos Ocupacionais"" e ""Relação de Códigos de Ocupação"" da CBO-Domiciliar em ANEXO de Notas Metodológicas";;
161;5;V9907;7;Código da atividade principal do empreendimento no trabalho principal da semana de referência;"Ver ""Composição dos Grupamentos de Atividade"" e “Relação de Códigos de Atividades” da CNAE-Domiciliar em ANEXO de Notas Metodológicas";;
"O quesito 8 (V9008) refere-se à posição na ocupação da pessoa ocupada em empreendimento do
 grupamento agrícola no trabalho único ou principal da semana de referência";;;;;;;
166;2;V9008;8;Posição na ocupação no trabalho principal da semana de referência;01;Empregado permanente nos serviços auxiliares;
;;;;;02;Empregado permanente na agricultura, silvicultura, ou criação de bovinos, bubalinos, caprinos, ovinos ou suínos;
;;;;;03;Empregado permanente em outra atividade;
;;;;;04;Empregado temporário;
;;;;;05;Conta própria nos serviços auxiliares;
;;;;;06;Conta própria na agricultura, silvicultura ou criação de bovinos, bubalinos, caprinos, ovinos ou suínos;
;;;;;07;Conta própria em outra atividade;
;;;;;08;Empregador nos serviços auxiliares;
;;;;;09;Empregador na agricultura, silvicultura ou criação de bovinos, bubalinos, caprinos, ovinos ou suínos;
;;;;;10;Empregador em outra atividade;
;;;;;11;Trabalhador não remunerado membro da unidade domiciliar;
;;;;;12;Outro trabalhador não remunerado;
;;;;;13;Trabalhador na produção para o próprio consumo;
;;;;;;Não aplicável;
"Os quesitos 9 e 10 (V9009 e V9010) referem-se ao empregado permanente em empreendimento do grupamento agrícola 
(exceto serviços auxiliares) no trabalho único ou principal da semana de referência";;;;;;;
168;1;V9009;9;Recebia do empregador alguma área para produção particular;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
169;1;V9010;10;Tinha parceria com o empregador;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
"Os quesitos 11 e 12 (V9011 e V9012) referem-se ao empregado temporário em empreendimento do grupamento agrícola 
no trabalho único ou principal da semana de referência";;;;;;;
170;1;V9011;11;Foi contratado somente por pessoa(s) responsável(véis) pelo(s) estabelecimento(s) em que trabalhou como empregado temporário no mês de referência;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
171;1;V9012;12;Foi contratado como empregado temporário, somente por intermediário (empresa empreiteira, empreiteiro, “gato”, etc.) no mês de referência;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
"Os quesitos 13 e 14 (V9013 e V9014) referem-se ao empregado em empreendimento do grupamento agrícola 
(exceto o empregado permanente nos serviços auxiliares) no trabalho único ou principal da semana de referência";;;;;;;
172;1;V9013;13;Teve ajuda de trabalhador não remunerado membro da unidade domiciliar no mês de referência;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
173;1;V9014;14;Número de trabalhadores não remunerados membros da unidade domiciliar, independentemente da idade, que ajudaram à pessoa que era empregado no mês de referência;0;Onze ou mais;
;;;;;2;Uma;
;;;;;4;Duas;
;;;;;6;Três a cinco;
;;;;;8;Seis a dez;
;;;;;;Não aplicável;
O quesito 15 (V9151 a V9164) refere-se ao empregador em empreendimento de atividade da agricultura, silvicultura ou criação de bovinos, bubalinos, caprinos, ovinos ou suínos, no trabalho único ou principal da semana de referência;;;;;;;
174;1;V9151;15;Código 1 - referente à 1ª parcela ou parcela única do empreendimento;1;Existia 1ª parcela ou parcela única do empreendimento;
;;;;;;Não aplicável;
175;11;V9152;15;Área informada na 1ª parcela ou parcela única do empreendimento;Quantidade;Área;
;;;;;99 999 999 999;Sem declaração;
;;;;;;Não aplicável;
186;7;V9154;15;Equivalência em m², referente à unidade de medida de superfície em V9152;Quantidade;m²;
;;;;;9 999 999;Sem declaração;
;;;;;;Não aplicável;
193;1;V9156;15;Código 3 - referente à 2ª parcela do empreendimento;3;Existia 2ª parcela do empreendimento;
;;;;;;Não aplicável;
194;11;V9157;15;Área informada na 2ª parcela do empreendimento;Quantidade;Área;
;;;;;99 999 999 999;Sem declaração;
;;;;;;Não aplicável;
205;7;V9159;15;Equivalência em m², referente à unidade de medida de superfície em V9157;Quantidade;m²;
;;;;;9 999 999;Sem declaração;
;;;;;;Não aplicável;
212;1;V9161;15;Código 5 - referente à 3ª parcela do empreendimento;5;Existia 3ª parcela do empreendimento;
;;;;;;Não aplicável;
213;11;V9162;15;Área informada na 3ª parcela do empreendimento;Quantidade;Área;
;;;;;99 999 999 999;Sem declaração;
;;;;;;Não aplicável;
224;7;V9164;15;Equivalência em m², referente à unidade de medida de superfície em V9162;Quantidade;m²;
;;;;;9 999 999;Sem declaração;
;;;;;;Não aplicável;
Os quesitos 16 a 19 (V9016 a V9019) referem-se ao empregador em empreendimento do grupamento agrícola (exceto serviços auxiliares) no trabalho único ou principal da semana de referência;;;;;;;
231;1;V9016;16;Tinha pelo menos um empregado temporário, no mês de referência, no trabalho principal da semana de referência;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
232;1;V9017;17;Número de empregados temporários, no mês de referência, no trabalho principal da semana de referência;1;Um;
;;;;;3;Dois;
;;;;;5;Três a cinco;
;;;;;7;Seis a dez;
;;;;;8;Onze ou mais;
;;;;;;Não aplicável;
233;1;V9018;18;Tinha pelo menos um empregado permanente, no mês de referência, no trabalho principal da semana de referência;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
234;1;V9019;19;Número de empregados permanentes, no mês de referência, no trabalho principal da semana de referência;1;Um;
;;;;;3;Dois;
;;;;;5;Três a cinco;
;;;;;7;Seis a dez;
;;;;;8;Onze ou mais;
;;;;;;Não aplicável;
O quesito 20 (V9201 a V9214) refere-se ao conta própria em empreendimento de atividade da agricultura, silvicultura ou criação de bovinos, bubalinos, caprinos, ovinos ou suínos, no trabalho único ou principal da semana de referência;;;;;;;
235;1;V9201;20;Código 2 - referente à 1ª parcela ou parcela única do empreendimento;2;Existia 1ª parcela ou parcela única do empreendimento.;
;;;;;;Não aplicável;
236;11;V9202;20;Área informada na 1ª parcela ou parcela única do empreendimento;Quantidade;Área;
;;;;;99 999 999 999;Sem declaração;
;;;;;;Não aplicável;
247;7;V9204;20;Equivalência em m², referente à unidade de medida de superfície em V9202;Quantidade;m²;
;;;;;9 999 999;Sem declaração;
;;;;;;Não aplicável;
254;1;V9206;20;Código 4 - referente à 2ª parcela do empreendimento;4;Existia 2ª parcela do empreendimento;
;;;;;;Não aplicável;
255;11;V9207;20;Área informada na 2ª parcela do empreendimento;Quantidade;Área;
;;;;;99 999 999 999;Sem declaração;
;;;;;;Não aplicável;
266;7;V9209;20;Equivalência em m², referente à unidade de medida de superfície em V9207;Quantidade;m²;
;;;;;9 999 999;Sem declaração;
;;;;;;Não aplicável;
273;1;V9211;20;Código 6 - referente à 3ª parcela do empreendimento;6;Existia 3ª parcela do empreendimento.;
;;;;;;Não aplicável;
274;11;V9212;20;Área informada na 3ª parcela do empreendimento;Quantidade;Área;
;;;;;99 999 999 999;Sem declaração;
;;;;;;Não aplicável;
285;7;V9214;20;Equivalência em m², referente à unidade de medida de superfície em V9212;Quantidade;m²;
;;;;;9 999 999;Sem declaração;
;;;;;;Não aplicável;
"Os quesitos 21 a 28 (V9021 a V9028) referem-se ao conta própria ou empregador em empreendimento 
do grupamento agrícola (exceto serviços auxiliares) no trabalho único ou principal da semana de referência";;;;;;;
292;1;V9021;21;Condição em relação ao empreendimento do grupamento agrícola;1;Parceiro;
;;;;;2;Arrendatário;
;;;;;3;Posseiro;
;;;;;4;Cessionário;
;;;;;5;Proprietário;
;;;;;6;Outra condição;
;;;;;;Não aplicável;
293;1;V9022;22;Parceria contratada neste trabalho;0;Outra;
;;;;;2;Meia;
;;;;;4;Terça;
;;;;;6;Quarta;
;;;;;8;Quinta;
;;;;;;Não aplicável;
294;1;V9023;23;Forma contratada de pagamento pelo uso do bem, móvel ou imóvel, arrendado para o empreendimento;1;Somente dinheiro;
;;;;;2;Somente produto;
;;;;;3;Somente serviço;
;;;;;4;Dinheiro e produto;
;;;;;5;Dinheiro e serviço;
;;;;;6;Produto e serviço;
;;;;;7;Dinheiro, produto e serviço;
;;;;;;Não aplicável;
295;1;V9024;24;Assumiu, previamente, o compromisso de vender uma parte da produção principal do empreendimento no período de referência de 365 dias;2;Sim;
;;;;;4;Não;
;;;;;;Não aplicável;
296;1;V9025;25;Vendeu alguma parte da produção principal do empreendimento no período de referência de 365 dias;1;Sim;
;;;;;3;Não;
;;;;;;Não aplicável;
297;1;V9026;26;Comprador que adquiriu a totalidade, ou a maior parte, da produção principal do empreendimento que foi vendida no período de referência de 365 dias.;1;Empresa;
;;;;;2;Cooperativa;
;;;;;3;Governo;
